stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1476,1476,"Main / James",,  42.102848, -72.610971,,,0,
1477,1477,"Main / Cottage",,  42.102682, -72.610431,,,0,
1478,1478,"Walnut / Queen",,  42.103550, -72.570438,,,0,
1479,1479,"State / Chestnut",,  42.102833, -72.585017,,,0,
148,148,"Old Belchertown Road",,  42.353477, -72.476203,,,0,
1480,1480,"Walnut / Lebanon (2)",,  42.102627, -72.569249,,,0,
1481,1481,"Main/Harrison",,  42.102477, -72.590028,,,0,
1483,1483,"Walnut/Manhattan",,  42.100533, -72.566195,,,0,
1484,1484,"Mosley / Main",,  42.102003, -72.609081,,,0,
1487,1487,"Maple / High",,  42.102025, -72.582472,,,0,
1488,1488,"Main / George",,  42.101797, -72.608830,,,0,
1492,1492,"Walnut / Brigham",,  42.101569, -72.567722,,,0,
1494,1494,"Maple / Union (1)",,  42.101598, -72.581861,,,0,
1495,1495,"Court Square",,  42.101490, -72.588264,,,0,
1496,1496,"Walnut / Alden",,  42.101687, -72.567723,,,0,
1498,1498,"Maple / Union (2)",,  42.101382, -72.581365,,,0,
1499,1499,"Walnut / Ashley",,  42.101013, -72.566723,,,0,
15,15,"Laurenitis Farm Stand (In)",,  42.442171, -72.551495,,,0,
150,150,"VA Medical Center",,  42.351296, -72.682177,,,0,
1500,1500,"Main / Allen (1)",,  42.100279, -72.605630,,,0,
1501,1501,"Main / Allen (2)",,  42.100411, -72.606055,,,0,
1503,1503,"Main/Stockbridge",,  42.100371, -72.586089,,,0,
1504,1504,"Maple / Avon (1)",,  42.100053, -72.579667,,,0,
1505,1505,"Main/Howard",,  42.100168, -72.585993,,,0,
1506,1506,"Maple / Avon (2)",,  42.099977, -72.579233,,,0,
1507,1507,"Walnut / Crosby - Across",,  42.099900, -72.565081,,,0,
1508,1508,"Sterns / Central",,  42.099780, -72.576333,,,0,
1509,1509,"River / Spring",,  42.099206, -72.634339,,,0,
151,151,"Mill Valley Apts (Out)",,  42.351650, -72.526780,,,0,
1511,1511,"Central / Sterns",,  42.099653, -72.576471,,,0,
1512,1512,"Central / Cedar (1)",,  42.099640, -72.575066,,,0,
1513,1513,"River/King",,  42.098835, -72.634972,,,0,
1514,1514,"Central / Cedar (2)",,  42.099582, -72.574688,,,0,
1515,1515,"Main / Chapin",,  42.099197, -72.603907,,,0,
1516,1516,"Main / Park",,  42.099431, -72.584707,,,0,
1518,1518,"River / King",,  42.098720, -72.635454,,,0,
152,152,"Mill Valley Apts (In)",,  42.351532, -72.526237,,,0,
1520,1520,"Central / Pine (1)",,  42.099084, -72.573182,,,0,
1521,1521,"Central / Pine (2)",,  42.099228, -72.573362,,,0,
1522,1522,"Walnut / High",,  42.098405, -72.632715,,,0,
1524,1524,"Main / Bridge W Spfld (1)",,  42.098415, -72.602756,,,0,
1528,1528,"Main / Bridge W Spfld (2)",,  42.098452, -72.603043,,,0,
1529,1529,"Main / William",,  42.098305, -72.583487,,,0,
153,153,"Southpoint Apts",,  42.350472, -72.530259,,,0,
1530,1530,"Main / William",,  42.098592, -72.583593,,,0,
1531,1531,"Central / Beech",,  42.098305, -72.570699,,,0,
1532,1532,"Walnut / Hickory",,  42.098270, -72.564018,,,0,
1534,1534,"Main / New Bridge",,  42.097828, -72.602157,,,0,
1537,1537,"Central / Spruce",,  42.098008, -72.569454,,,0,
1538,1538,"Central / Spruce",,  42.098029, -72.569780,,,0,
1539,1539,"Bridge / High",,  42.097228, -72.635321,,,0,
154,154,"Mayflower Apts (In)",,  42.350719, -72.470170,,,0,
1540,1540,"Walnut / Ottawa (2)",,  42.097010, -72.632224,,,0,
1542,1542,"Main / Margaret",,  42.097502, -72.582761,,,0,
1543,1543,"Walnut / Ottawa (1)",,  42.096944, -72.632120,,,0,
1544,1544,"Memorial / Main",,  42.096941, -72.599293,,,0,
1545,1545,"Main / Morris",,  42.097078, -72.582212,,,0,
1546,1546,"1 Stop Plaza",,  42.097157, -72.566592,,,0,
1547,1547,"Rifle / Allen",,  42.097203, -72.564223,,,0,
1548,1548,"Memorial / Main",,  42.096798, -72.599221,,,0,
1549,1549,"Central / Hancock",,  42.097118, -72.566615,,,0,
1551,1551,"Central / Rifle",,  42.096870, -72.565525,,,0,
1552,1552,"Memorial / New Bridge",,  42.096292, -72.606849,,,0,
1554,1554,"Allen / Malden (1)",,  42.096636, -72.562031,,,0,
1555,1555,"Allen / Malden (2)",,  42.096554, -72.562287,,,0,
1557,1557,"Walnut / Maple",,  42.095833, -72.631985,,,0,
1559,1559,"Bridge / Maple",,  42.095548, -72.633911,,,0,
156,156,"Mayflower Apts (Out)",,  42.350474, -72.470064,,,0,
1560,1560,"White / Revere (2)",,  42.096003, -72.560793,,,0,
1561,1561,"White / Revere (1)",,  42.096108, -72.560807,,,0,
1562,1562,"Main/Loring",,  42.095933, -72.581744,,,0,
1565,1565,"Main / Adams (1)",,  42.095639, -72.581501,,,0,
1566,1566,"Riverbend Medical Center",,  42.096269, -72.502986,,,0,
1567,1567,"Big Y - Allen/Cooley Streets",,  42.096208, -72.500006,,,0,
157,157,"The Boulders Apts",,  42.349066, -72.528875,,,0,
1570,1570,"Wingate",,  42.096074, -72.504504,,,0,
1571,1571,"Century Plaza",,  42.095489, -72.605078,,,0,
1573,1573,"Maple / Highland",,  42.094532, -72.634601,,,0,
1576,1576,"Memorial / Lowell (2)",,  42.094430, -72.614648,,,0,
1577,1577,"Bicentennial Highway (1)",,  42.095615, -72.508993,,,0,
1578,1578,"Memorial / Lowell (1)",,  42.094494, -72.613938,,,0,
1579,1579,"Maple / Moore",,  42.094190, -72.635086,,,0,
1580,1580,"Walnut/Dwight",,  42.094130, -72.631323,,,0,
1581,1581,"White / Grand (1)",,  42.094698, -72.559054,,,0,
1582,1582,"Main/Montpelier",,  42.094456, -72.581101,,,0,
1584,1584,"White / Grand (2)",,  42.094676, -72.558826,,,0,
1585,1585,"Main / Gardner",,  42.094303, -72.581180,,,0,
1586,1586,"Memorial / Bosworth (2)",,  42.093964, -72.616077,,,0,
1587,1587,"Memorial / Bosworth (1)",,  42.093893, -72.615823,,,0,
1588,1588,"Allen/Bicentennial",,  42.094832, -72.510038,,,0,
1589,1589,"Allen/Bicentennial (Inbound)",,  42.094762, -72.509603,,,0,
159,159,"Russell / Spruce Hill (W)",,  42.347080, -72.572624,,,0,
1591,1591,"Allen / Talmadge",,  42.094696, -72.513752,,,0,
1593,1593,"Allen/Bridlepath",,  42.094656, -72.514616,,,0,
1594,1594,"Allen/Wilshire (Inbound)",,  42.094323, -72.508260,,,0,
1595,1595,"Memorial / East (2)",,  42.093340, -72.618081,,,0,
1597,1597,"Allen / Wilshire",,  42.094298, -72.508419,,,0,
1599,1599,"Memorial / East (1)",,  42.093234, -72.617985,,,0,
160,160,"Russell / Spruce Hill (E)",,  42.347125, -72.572371,,,0,
1600,1600,"Main/Marble",,  42.093599, -72.580790,,,0,
1601,1601,"Walnut / Winthrop",,  42.093036, -72.630928,,,0,
1602,1602,"Mill / Maple",,  42.093682, -72.571590,,,0,
1603,1603,"Orange / Palm (2)",,  42.093680, -72.553701,,,0,
1604,1604,"Orange / Palm (1)",,  42.093724, -72.553912,,,0,
1606,1606,"Exposition / Memorial",,  42.093049, -72.619313,,,0,
1608,1608,"Allen / Alberta (2)",,  42.093591, -72.552813,,,0,
1609,1609,"Allen / Alberta (1)",,  42.093509, -72.552037,,,0,
161,161,"Russell / Nashua",,  42.345759, -72.575463,,,0,
1610,1610,"Orange / Claremont",,  42.093398, -72.555450,,,0,
1612,1612,"Allen/Allen Park (Inbound)",,  42.093796, -72.505894,,,0,
1613,1613,"White / Orange (2)",,  42.093677, -72.557434,,,0,
1614,1614,"Dickinson / Locust",,  42.093304, -72.569212,,,0,
1615,1615,"Mill / Hancock",,  42.093495, -72.569136,,,0,
1616,1616,"White / Orange (1)",,  42.093331, -72.557147,,,0,
1617,1617,"Orange / Thayer (1)",,  42.093326, -72.556414,,,0,
1618,1618,"Memorial / Exposition",,  42.092681, -72.620409,,,0,
1619,1619,"Allen / Allen Park",,  42.093721, -72.505898,,,0,
162,162,"Russell/Pine Hill",,  42.345976, -72.574805,,,0,
1620,1620,"Memorial / Heywood",,  42.092652, -72.621234,,,0,
1621,1621,"Orange / Thayer (2)",,  42.093254, -72.556420,,,0,
1622,1622,"Sumner / Bairdcrest",,  42.093362, -72.522175,,,0,
1623,1623,"Mill / Ramp",,  42.092829, -72.574527,,,0,
1624,1624,"Orange / Wareham (1)",,  42.092969, -72.558609,,,0,
1625,1625,"Orange / Wareham (2)",,  42.092925, -72.558524,,,0,
1627,1627,"Locust / Darwell",,  42.092711, -72.570621,,,0,
1628,1628,"Orange / Wigwam (2)",,  42.092753, -72.567490,,,0,
1629,1629,"Pine / Mill",,  42.092174, -72.575107,,,0,
163,163,"Main / State Hwy 9",,  42.344365, -72.682348,,,0,
1630,1630,"Orange / Earl",,  42.092684, -72.560365,,,0,
1631,1631,"Maple / Orchard",,  42.091869, -72.637114,,,0,
1632,1632,"Orange / Wigwam (1)",,  42.092666, -72.566593,,,0,
1633,1633,"Allen / Corcoran",,  42.093000, -72.520772,,,0,
1635,1635,"Locust / Darwell",,  42.092538, -72.571194,,,0,
1636,1636,"Orange / Revere",,  42.092626, -72.560305,,,0,
164,164,"Warren Wright Road (Out)",,  42.345610, -72.467342,,,0,
1640,1640,"Orange / Malden",,  42.092428, -72.561993,,,0,
1641,1641,"Orange / Oakland",,  42.092343, -72.562114,,,0,
1642,1642,"Orange / Euclid (1)",,  42.092265, -72.564870,,,0,
1643,1643,"Memorial / Avenue Of The States",,  42.091733, -72.623579,,,0,
1644,1644,"Sumner / Hudson",,  42.092615, -72.524936,,,0,
1646,1646,"Orange / Euclid (2)",,  42.092179, -72.564983,,,0,
1648,1648,"Memorial / Circuit",,  42.091855, -72.623643,,,0,
1649,1649,"Allen / Harbour",,  42.092533, -72.522589,,,0,
165,165,"Warren Wright Road (In)",,  42.345509, -72.467128,,,0,
1650,1650,"Dickinson / Wigwam",,  42.091988, -72.567991,,,0,
1651,1651,"Dickinson / Sachem",,  42.091857, -72.567749,,,0,
1652,1652,"Main/York",,  42.092008, -72.580277,,,0,
1653,1653,"Locust / Woodside (1)",,  42.091890, -72.572459,,,0,
1654,1654,"Sumner / Pinecrest",,  42.092254, -72.526760,,,0,
1655,1655,"Main/Acushnet",,  42.091716, -72.579726,,,0,
1656,1656,"Mill / Pine",,  42.091789, -72.575382,,,0,
1657,1657,"Eastern States Exposition",,  42.091315, -72.624833,,,0,
1658,1658,"White / Dawson (2)",,  42.091918, -72.555055,,,0,
1659,1659,"Locust / Woodside (2)",,  42.091719, -72.572552,,,0,
166,166,"Crocker Farm School (In)",,  42.347398, -72.520148,,,0,
1660,1660,"Sumner / Emerson",,  42.092069, -72.527678,,,0,
1661,1661,"Five Town Plaza",,  42.093849, -72.500628,,,0,
1662,1662,"Stop and Shop - Allen/Cooley",,  42.091286, -72.498935,,,0,
1663,1663,"Allen / Manor",,  42.091850, -72.525263,,,0,
1664,1664,"Sumner/Chalmers",,  42.091781, -72.529194,,,0,
1665,1665,"Locust / Woodside (3)",,  42.091349, -72.573502,,,0,
1666,1666,"Maple / Oak Hill",,  42.090657, -72.638019,,,0,
1667,1667,"Locust / Woodside (4)",,  42.091222, -72.573508,,,0,
1668,1668,"White / Mansfield",,  42.091154, -72.554004,,,0,
1669,1669,"Walnut/Springfield",,  42.090353, -72.629503,,,0,
167,167,"Crocker Farm School (Out)",,  42.344973, -72.520549,,,0,
1670,1670,"Mill / Locust (N)",,  42.090679, -72.577215,,,0,
1671,1671,"Mill / Locust",,  42.090742, -72.577781,,,0,
1672,1672,"Sumner/Allen",,  42.091036, -72.533094,,,0,
1673,1673,"White / Scott",,  42.090898, -72.553796,,,0,
1674,1674,"Dickinson/Euclid",,  42.090782, -72.566748,,,0,
1675,1675,"Allen and Harkness",,  42.091076, -72.530254,,,0,
1676,1676,"Dickinson / Euclid",,  42.090680, -72.566353,,,0,
1677,1677,"Walnut / Springfield",,  42.089845, -72.629119,,,0,
1678,1678,"Sumner / Garland",,  42.090710, -72.534073,,,0,
1679,1679,"Maple / Begley (2)",,  42.089555, -72.638690,,,0,
168,168,"Russell/East (RMV)",,  42.343780, -72.579472,,,0,
1680,1680,"Maple / Begley (1)",,  42.089469, -72.638826,,,0,
1681,1681,"Dickinson / Hall (2)",,  42.090163, -72.565103,,,0,
1682,1682,"Roosevelt/Sumner",,  42.090389, -72.536643,,,0,
1683,1683,"Dickinson / Hall (1)",,  42.090084, -72.565251,,,0,
1684,1684,"White / Stratford",,  42.090141, -72.552759,,,0,
1685,1685,"White / Ainsworth",,  42.090122, -72.552590,,,0,
1686,1686,"Sumner / Eloise",,  42.090044, -72.537591,,,0,
1687,1687,"Belmont/Leyfred",,  42.089695, -72.575419,,,0,
1688,1688,"Belmont / Leyfred",,  42.089630, -72.575615,,,0,
1689,1689,"Dickinson / Oakland",,  42.089709, -72.563286,,,0,
169,169,"Russell / East",,  42.343140, -72.581431,,,0,
1690,1690,"Sumner / Eddywood",,  42.089959, -72.538858,,,0,
1691,1691,"Sumner / Howes",,  42.089715, -72.539323,,,0,
1692,1692,"Fort Pleasant at 36",,  42.089396, -72.576817,,,0,
1694,1694,"Sumner/Rencelau",,  42.089553, -72.540918,,,0,
1695,1695,"Belmont / Woodside (2)",,  42.089053, -72.573822,,,0,
1696,1696,"Dickinson / Kenwood",,  42.089250, -72.562085,,,0,
1697,1697,"Sumner / Castle",,  42.089387, -72.541095,,,0,
1698,1698,"Belmont / Woodside (1)",,  42.089193, -72.573666,,,0,
1699,1699,"Fort Pleasant / Blake Hill",,  42.089017, -72.576431,,,0,
17,17,"Plumtree Road (In)",,  42.431577, -72.543874,,,0,
170,170,"Hampshire Plaza/ Big Y",,  42.340453, -72.642508,,,0,
1700,1700,"Belmont / Bellevue (1)",,  42.088776, -72.571803,,,0,
1701,1701,"White / Kimberly (2)",,  42.088852, -72.550844,,,0,
1702,1702,"Sumner/Perkins",,  42.088906, -72.544249,,,0,
1703,1703,"Belmont / Bellevue (2)",,  42.088588, -72.571276,,,0,
1704,1704,"White / Kimberly (1)",,  42.088738, -72.550828,,,0,
1705,1705,"Fort Pleasant / Leete",,  42.088422, -72.576262,,,0,
1706,1706,"Sumner / Eckington",,  42.088663, -72.544771,,,0,
1707,1707,"Dickinson / Alderman (1)",,  42.088413, -72.560362,,,0,
1708,1708,"Fort Pleasant/Forest Park Avenue",,  42.088245, -72.575897,,,0,
1709,1709,"Dickinson / Alderman (2)",,  42.088322, -72.560083,,,0,
171,171,"Russell / Middle (W)",,  42.342357, -72.588675,,,0,
1710,1710,"Belmont/Forest",,  42.088088, -72.568629,,,0,
1711,1711,"Belmont/Keith",,  42.088170, -72.568523,,,0,
1712,1712,"Sumner / Rittenhouse",,  42.088242, -72.547667,,,0,
1713,1713,"Springfield / Rowley",,  42.087184, -72.640828,,,0,
1715,1715,"Sumner/White",,  42.087956, -72.549189,,,0,
1716,1716,"Sumner/Irvington",,  42.087910, -72.548592,,,0,
1717,1717,"Belmont/Litchfield",,  42.087460, -72.565223,,,0,
1718,1718,"Belmont/Oakland",,  42.087450, -72.564611,,,0,
1719,1719,"Dickinson / Burlington (1)",,  42.087466, -72.559163,,,0,
172,172,"Russell / Middle (E)",,  42.342211, -72.589355,,,0,
1720,1720,"Dickinson / Burlington (2)",,  42.087288, -72.558792,,,0,
1721,1721,"White / Priscilla (1)",,  42.087395, -72.548984,,,0,
1722,1722,"Sumner/Herman",,  42.087341, -72.552360,,,0,
1723,1723,"White / Priscilla (2)",,  42.087341, -72.548778,,,0,
1725,1725,"Sumner / Bryant",,  42.087171, -72.552444,,,0,
1726,1726,"Sumner / Pomona",,  42.086977, -72.554229,,,0,
1727,1727,"Belmont / Beaumont",,  42.086972, -72.562004,,,0,
1728,1728,"Fort Pleasant / Edgeland",,  42.086653, -72.575146,,,0,
1729,1729,"Fort Pleasant/Chase",,  42.086631, -72.574906,,,0,
173,173,"Russell / State Hwy 9",,  42.342025, -72.596076,,,0,
1730,1730,"Belmont/Beaumont",,  42.086675, -72.561018,,,0,
1733,1733,"Sumner / Ormond",,  42.086654, -72.555090,,,0,
1734,1734,"Cooley/Caitlin(Opposite)",,  42.087085, -72.502848,,,0,
1735,1735,"Dickinson / Sumner (1)",,  42.086443, -72.558047,,,0,
1736,1736,"Dickinson / Sumner (3)",,  42.086816, -72.558284,,,0,
1737,1737,"Belmont / Ramp (2)",,  42.086360, -72.559282,,,0,
1738,1738,"Sumner / Dickinson",,  42.086362, -72.557520,,,0,
1739,1739,"Springfield / Royal",,  42.085421, -72.643025,,,0,
174,174,"Russell / West",,  42.341962, -72.594427,,,0,
1740,1740,"White / Morningside",,  42.086253, -72.547283,,,0,
1741,1741,"State Hwy 83 / Belmont",,  42.085987, -72.557185,,,0,
1743,1743,"Springfield / Kristen",,  42.085122, -72.643280,,,0,
1744,1744,"Canon Circle #1",,  42.086411, -72.504814,,,0,
1745,1745,"Canon Circle #3",,  42.086325, -72.504274,,,0,
1746,1746,"Dickinson / Sumner (2)",,  42.085866, -72.557470,,,0,
1747,1747,"Belmont/Commonwealth(opposite)",,  42.085879, -72.555945,,,0,
1748,1748,"White / Longfellow",,  42.085798, -72.546822,,,0,
1749,1749,"Sumner / Beaumont",,  42.085673, -72.560924,,,0,
175,175,"Russell / Elmwood",,  42.340929, -72.601370,,,0,
1750,1750,"Belmont / Ormond",,  42.085586, -72.554978,,,0,
1751,1751,"Sumner / Parkwood",,  42.085530, -72.560744,,,0,
1752,1752,"White / Larkspur",,  42.085617, -72.546377,,,0,
1753,1753,"Belmont/Daytona",,  42.085290, -72.552728,,,0,
1754,1754,"Sumner / Oakland",,  42.085158, -72.562815,,,0,
1755,1755,"Belmont / Hollywood",,  42.085213, -72.553059,,,0,
1756,1756,"Sumner/Oakland",,  42.085097, -72.563871,,,0,
1757,1757,"Belmont / Orlando",,  42.085107, -72.551678,,,0,
1758,1758,"Sumner/Sumner Terrace",,  42.084842, -72.565176,,,0,
1759,1759,"Springfield / Wilson",,  42.083986, -72.644837,,,0,
176,176,"Russell / Elmwood",,  42.340704, -72.601495,,,0,
1760,1760,"Dickinson / Trenton",,  42.084870, -72.556442,,,0,
1761,1761,"Belmont/Itendale",,  42.084863, -72.551020,,,0,
1762,1762,"Dickinson / Trenton",,  42.084834, -72.556244,,,0,
1763,1763,"Belmont/Bryant",,  42.084912, -72.550567,,,0,
1764,1764,"Fort Pleasant / Warner (2)",,  42.084493, -72.574280,,,0,
1765,1765,"Forest Park Entrance",,  42.084572, -72.565822,,,0,
1766,1766,"Sumner / Greenleaf",,  42.084432, -72.567277,,,0,
1767,1767,"Springfield / Sheri",,  42.083569, -72.645230,,,0,
1768,1768,"Belmont/Longfellow",,  42.084424, -72.547955,,,0,
1769,1769,"Belmont/Sylvan",,  42.084324, -72.548116,,,0,
177,177,"Meadowbrook Apartments (1)",,  42.340227, -72.660186,,,0,
1770,1770,"Sumner / Forest Park",,  42.083933, -72.569153,,,0,
1771,1771,"White / Blaine",,  42.084020, -72.544341,,,0,
1772,1772,"Belmont/Kenwood Park",,  42.083976, -72.544122,,,0,
1773,1773,"Dickinson / Trafton (2)",,  42.083760, -72.555178,,,0,
1774,1774,"Sumner/Randolph",,  42.083514, -72.572004,,,0,
1775,1775,"Belmont/Fountain(opposite)",,  42.083760, -72.544442,,,0,
1776,1776,"Sumner/Firglade",,  42.083475, -72.571413,,,0,
1777,1777,"Belmont / Fountain",,  42.083690, -72.544656,,,0,
1778,1778,"Dickinson / Trafton (1)",,  42.083614, -72.555175,,,0,
1779,1779,"Fort Pleasant / Sumner",,  42.083370, -72.573690,,,0,
178,178,"Russell/Bay",,  42.339935, -72.606714,,,0,
1780,1780,"Sumner / Beechwood",,  42.083156, -72.573131,,,0,
1782,1782,"Springfield / Cleveland",,  42.082306, -72.646940,,,0,
1783,1783,"Springfield / Chapin",,  42.082025, -72.647166,,,0,
1785,1785,"White/Webber",,  42.082427, -72.542180,,,0,
1786,1786,"Dickinson / Washington (1)",,  42.082299, -72.554770,,,0,
1787,1787,"Springfield / Shibley (2)",,  42.081140, -72.648451,,,0,
1788,1788,"Dickinson / Washington (2)",,  42.081974, -72.554605,,,0,
1789,1789,"White/Manitoba",,  42.082271, -72.541703,,,0,
179,179,"Pomeroy Lane (In)",,  42.340769, -72.519924,,,0,
1790,1790,"Springfield / Shibley (1)",,  42.080852, -72.648650,,,0,
1791,1791,"White/Sunapee",,  42.081809, -72.540698,,,0,
1792,1792,"Springfield / Line",,  42.080182, -72.649695,,,0,
1793,1793,"Dwight / White",,  42.081182, -72.540016,,,0,
1795,1795,"Dwight / Stanton",,  42.081045, -72.539903,,,0,
1796,1796,"Springfield / Letendre",,  42.079993, -72.649798,,,0,
1797,1797,"N. Main/Rosemont",,  42.080568, -72.537979,,,0,
1798,1798,"Main/Van Dyke",,  42.080224, -72.536930,,,0,
1799,1799,"Dickinson / Olmsted (2)",,  42.079967, -72.554280,,,0,
18,18,"Plumtree Road (Out)",,  42.431933, -72.543970,,,0,
180,180,"Meadowbrook Apartments (2)",,  42.339481, -72.660479,,,0,
1800,1800,"Main / Dorset",,  42.080090, -72.534910,,,0,
1801,1801,"Springfield / Hall",,  42.078896, -72.651370,,,0,
1802,1802,"Main/Gerrard",,  42.079838, -72.533717,,,0,
1803,1803,"Dickinson / Olmsted (1)",,  42.079679, -72.554353,,,0,
1804,1804,"Springfield / Mooreland",,  42.078679, -72.651510,,,0,
1805,1805,"Big Y - East Longmeadow",,  42.079763, -72.527634,,,0,
1806,1806,"Heritage Nursing Home",,  42.078879, -72.619404,,,0,
1807,1807,"Main/Lombard(opposite)",,  42.079449, -72.531856,,,0,
1808,1808,"Main / Lombard",,  42.079278, -72.531608,,,0,
1809,1809,"704 Springfield St",,  42.077901, -72.652666,,,0,
1810,1810,"Dwight / Irving",,  42.078598, -72.539621,,,0,
1811,1811,"Dickinson / Copeland",,  42.077901, -72.553954,,,0,
1812,1812,"Stop and Shop Drive (East Longmeadow)",,  42.077812, -72.527156,,,0,
1813,1813,"Dickinson / Texel",,  42.077479, -72.553998,,,0,
1814,1814,"Dwight / Hartwick (2)",,  42.077456, -72.539107,,,0,
1815,1815,"Springfield / Franklin",,  42.076389, -72.654499,,,0,
1816,1816,"Dwight / Hartwick (1)",,  42.077413, -72.539195,,,0,
1818,1818,"Springfield / Annable",,  42.076090, -72.655024,,,0,
1819,1819,"Dickinson / Elwood",,  42.076969, -72.553757,,,0,
182,182,"Meadowbrook Apartments (3)",,  42.339332, -72.660476,,,0,
1820,1820,"Springfield / Amherst",,  42.075225, -72.656166,,,0,
1821,1821,"Springfield / Hastings",,  42.074706, -72.656676,,,0,
1824,1824,"Springfield / Bessbrook",,  42.074136, -72.657407,,,0,
1825,1825,"Dwight / Fenimore",,  42.074989, -72.538842,,,0,
1826,1826,"Dwight/Fenimore",,  42.074934, -72.538732,,,0,
1829,1829,"Springfield / Agnoli",,  42.072957, -72.659112,,,0,
183,183,"Russell/Bay (Barn Shops)",,  42.339702, -72.607030,,,0,
1831,1831,"Main / Edward",,  42.072831, -72.614661,,,0,
1832,1832,"Dwight / Anglesea",,  42.073264, -72.538591,,,0,
1833,1833,"Main / Albert",,  42.072213, -72.614839,,,0,
1834,1834,"Dwight / Channing",,  42.073279, -72.538502,,,0,
1837,1837,"Country View Estates",,  42.070657, -72.678506,,,0,
1838,1838,"Dwight / Harper",,  42.070818, -72.538132,,,0,
184,184,"Pomeroy Lane (Out)",,  42.340322, -72.520184,,,0,
1841,1841,"Dwight / Boulder",,  42.070320, -72.537867,,,0,
1842,1842,"Springfield / Belvidere",,  42.068774, -72.667095,,,0,
1844,1844,"Springfield / Northwood",,  42.068382, -72.670088,,,0,
1845,1845,"Jamestown / Dickinson (Flag Stop)",,  42.069175, -72.554837,,,0,
1846,1846,"Main / Monroe (2)",,  42.068357, -72.615476,,,0,
1847,1847,"Main / Monroe (1)",,  42.068127, -72.615647,,,0,
1849,1849,"Springfield / Stop and Shop Dr",,  42.067291, -72.675172,,,0,
1850,1850,"Springfield / Agawam Jr High",,  42.067321, -72.674591,,,0,
1851,1851,"Jamestown / Yorktown (Flag Stop)",,  42.068396, -72.553714,,,0,
1852,1852,"Springfield / N Westfield",,  42.067034, -72.677324,,,0,
1853,1853,"Springfield / S Westfield",,  42.066902, -72.678083,,,0,
1856,1856,"Dwight / Putting Green",,  42.067618, -72.538572,,,0,
1857,1857,"Dwight/Putting Green (opposite)",,  42.067139, -72.538953,,,0,
1858,1858,"Williamsburg / Jamestown (Flag Stop)",,  42.067034, -72.552322,,,0,
1859,1859,"Longmeadow/Englewood",,  42.064729, -72.579237,,,0,
1862,1862,"Jewish House",,  42.064024, -72.551578,,,0,
1863,1863,"Pheasant Hill Apartments",,  42.062394, -72.692420,,,0,
1867,1867,"Longmeadow/Warren (Flag Stop)",,  42.062366, -72.579252,,,0,
1871,1871,"Longmeadow/Edgewood",,  42.059902, -72.579872,,,0,
1873,1873,"Agawam Ind. Park Drive Ext. / Unnamed",,  42.059190, -72.660262,,,0,
1875,1875,"Longmeadow/Chandler (2) (Flag Stop)",,  42.057861, -72.580487,,,0,
1876,1876,"Longmeadow/Emerson",,  42.057052, -72.581012,,,0,
1877,1877,"Longmeadow/Bliss",,  42.056749, -72.580925,,,0,
1878,1878,"Longmeadow/Greenacre (Flag Stop)",,  42.055480, -72.581667,,,0,
1879,1879,"Almgren / Gen Creighton W Abrams",,  42.054415, -72.658673,,,0,
1880,1880,"Longmeadow/York (Flag Stop)",,  42.054911, -72.581633,,,0,
1882,1882,"East Village Place",,  42.054144, -72.533583,,,0,
1883,1883,"Longmeadow/Longmeadow (Flag Stop)",,  42.054012, -72.582123,,,0,
1884,1884,"Redstone Nursing Home",,  42.050501, -72.532415,,,0,
1886,1886,"Longmeadow/Wms (S)",,  42.050655, -72.583019,,,0,
1887,1887,"Longmeadow/Chandler (1) (Flag Stop)",,  42.050151, -72.582937,,,0,
1889,1889,"Longmeadow/Birnie (Flag Stop)",,  42.045360, -72.584012,,,0,
189,189,"Bridge / Hatfield",,  42.338293, -72.648783,,,0,
1890,1890,"Longmeadow/Crescent (Flag Stop)",,  42.044156, -72.584205,,,0,
1892,1892,"Longmeadow/Longview (Flag Stop)",,  42.041817, -72.584268,,,0,
1893,1893,"Longmeadow/Summit (Flag Stop)",,  42.039260, -72.584198,,,0,
1894,1894,"Longmeadow/Summit (Flag Stop)",,  42.039762, -72.584004,,,0,
1896,1896,"Longmeadow/Nevins (Flag Stop)",,  42.031495, -72.581960,,,0,
1897,1897,"Longmeadow/Maple (1)",,  42.032970, -72.582416,,,0,
1898,1898,"Longmeadow/Maple (2)",,  42.032827, -72.582193,,,0,
1899,1899,"Longmeadow/Homestead (Flag Stop)",,  42.028199, -72.581470,,,0,
19,19,"Waterfield Farms (Out)",,  42.427014, -72.539958,,,0,
190,190,"Meadowbrook Apartments (4)",,  42.336673, -72.661158,,,0,
1900,1900,"Longmeadow/Lawnwood (1) (Flag Stop)",,  42.026759, -72.582450,,,0,
1901,1901,"Longmeadow/Lawnwood (2) (Flag Stop)",,  42.026572, -72.582488,,,0,
1902,1902,"Longmeadow / Enfield",,  42.025388, -72.583489,,,0,
1903,1903,"Longmeadow/Booth",,  42.024865, -72.583721,,,0,
1904,1904,"Homestead / Lower Westfield",,  42.175877, -72.648423,,,0,
1905,1905,"Main/St. George (2)",,  42.109143, -72.600812,,,0,
1906,1906,"Main/Boylston",,  42.107897, -72.599527,,,0,
1907,1907,"Main Street under I-291",,  42.107791, -72.599077,,,0,
